"id";"station_name";"longitude";"latitude";"address";"suburb";"postcode";"if_charger_working";"usb_a";"usb_c";"micro_usb";"plug_only";"establishment_type";"if_wifi";"if_bathroom";"access_type";"other_amenities";"star_rating";"mon_open";"mon_close";"tue_open";"tue_close";"wed_open";"wed_close";"thu_open";"thu_close";"fri_open";"fri_close";"sat_open";"sat_close";"sun_open";"sun_close";"if_24h";"created_at";"updated_at"
"181";"Central City Community Health Service";"144.961214";"-37.806518";"53 Victoria Street Melbourne City 3000";"Melbourne City";"3000";"1";"1";"1";"1";"1";"Other Support Services";"0";"2";"Not determined";"Outreach support services for people experiencing or at risk of becoming homelessness, Allied Health Outreach Services, Mental Health Outreach Services, Royal Women?s Hospital Clinic
RDNS HPP Nurses, Legal Services ? Justice Connect and Inner Melbourne Community Legall, Wintringham Over 50?s Planned Activity Group, Optometry, PESP Workers

Ask to speak to the Duty Worker.  Please refer to cohealth entry in this booklet for additional information";"4";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;"2020-05-25 13:02:20"
"182";"COHEALTH";"144.961214";"-37.806518";"53 Victoria Street Melbourne City 3000";"Melbourne City";"3000";"1";"0";"0";"0";"0";"Other Support Services";"0";"2";"Not determined";"Outreach Support Services for people experiencing or at risk of becoming homelessness., Homeless Mental Health and Housing Service,
Allied Health Outreach Services, Dietetics and Caf? Meals, Podiatry, Occupational Therapy, Physiotherapy";"0";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"10:00:00";"16:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"183";"COHEALTH";"144.97697";"-37.805149";"75 Brunswick Street Fitzroy 3065";"Fitzroy";"3065";"1";"0";"0";"0";"0";"Other Support Services";"1";"2";"Not determined";"Provides a broad range of health and welfare services Drop-in Clinic for homeless people every Monday from 9am -12 noon. Services include physiotherapy, podiatry, occupational therapy, dietetics, and nursing.Aboriginal engagement worker available, caf? meals program for homeless people, drop-in social work/counselling sessions, showers, needle and syringe programdental services for homeless people and for people with drug and/or alcohol issues ? phone dental reception:  9411 3505";"0";"09:30:00";"17:00:00";"09:30:00";"17:00:00";"09:30:00";"17:00:00";"09:30:00";"17:00:00";"09:30:00";"17:00:00";"09:00:00";"12:00:00";"00:00:00";"00:00:00";"0";NULL;"2020-05-25 13:06:18"
"184";"Salvation Army - Crisis Services - Crisis Contact Centre";"144.977933";"-37.860682";"29 Grey Street St Kilda 3182";"St Kilda";"3182";"1";"1";"1";"1";"0";"Other Support Services";"0";"2";"Not determined";"Homelessness support, Accommodation placement and/or support, Crisis/emergency accommodation, Housing information/referral, Financial assistance, Support";"0";"09:00:00";"23:00:00";"09:00:00";"23:00:00";"09:00:00";"23:00:00";"09:00:00";"23:00:00";"09:00:00";"23:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"185";"Launch Housing";"144.984869";"-37.804712";"68 Oxford Street Collingwood VIC 3066";"Collingwood";"3066";"1";"0";"0";"0";"0";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Housing";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"186";"Launch Housing";"144.9575941";"-37.8266864";"52 Haig Street South Melbourne VIC 3205";"South Melbourne";"3205";"1";"1";"1";"0";"0";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Crisis Accommodation and Housing Support";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"187";"Launch Housing";"144.9585928";"-37.8349395";"217 Cecil Street South Melbourne VIC 3205";"South Melbourne";"3205";"1";"0";"1";"0";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Crisis Accommodation and Housing Support ? Families";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"188";"Launch Housing";"144.9928975";"-37.8579693";"346 Dandenong Road East St Kilda VIC 3182";"St Kilda";"3182";"1";"0";"0";"1";"0";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Crisis Accommodation and Housing Support ? Women";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"189";"Launch Housing";"144.9904025";"-37.8687829";"122 Chapel Street St Kilda VIC 3182";"St Kilda";"3182";"1";"0";"0";"0";"0";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Housing, Support and Outreach";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"190";"Launch Housing";"145.2107579";"-37.98702685";"35 Robinson Street Dandenong VIC 3175";"Dandenong";"3175";"1";"1";"1";"0";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Crisis Accommodation, Housing Support and Family Focus";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"191";"Launch Housing";"145.0581187";"-37.9523898";"Level 1 11 Chesterville Road Cheltenham VIC 3192";"Cheltenham";"3192";"1";"0";"1";"1";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Housing and Support";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"0";NULL;NULL
"192";"SalvoCare Eastern (East Metro)";"145.1234479";"-37.8204929";"31-33 Ellingworth Parade Box Hill VIC 3128";"Box Hill";"3128";"1";"1";"0";"0";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Community Connection Program Homeless Outreach Program Intensive Case Management Initiative RecLink Program Bolton Clarke (Royal District Nursing Service), Homeless Persons Program The SalvoCare Eastern AOD Care and Recovery Service";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"193";"Salvation Army Housing";"145.1669381";"-37.8743131";"Level 1, Building 2 Brandon Office Park 30-540 Springvale Road Glen Waverley VIC 3150";"Glen Waverley";"3150";"1";"0";"1";"0";"0";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Salvation Army Housing (SAH) and Salvation Army Housing (Victoria) (SAHV) are community housing organisations that provide homes for individuals and families who are homeless or at risk of homelessness, are on low incomes and those with specific support needs.  We run a range of programs which include Long Term, Transition Housing Management, Crisis Housing and rooming house properties.";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"194";"Salvation Army Housing";"144.826517";"-37.7946338";"1/149 Anderson Road Sunshine VIC 3020";"Sunshine";"3020";"1";"0";"0";"1";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"Salvation Army Housing (SAH) and Salvation Army Housing (Victoria) (SAHV) are community housing organisations that provide homes for individuals and families who are homeless or at risk of homelessness, are on low incomes and those with specific support needs.  We run a range of programs which include Long Term, Transition Housing Management, Crisis Housing and rooming house properties.";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"195";"Salvation Army Social Housing and Support (SASHS) Network";"144.8291915";"-37.783194";"6/147 Harvester Road Sunshine VIC 3020";"Sunshine";"3020";"1";"0";"0";"0";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"The Salvation Army Social Housing and Support (SASHS) Network assists people who are homeless, or those at risk of homelessness, in the LGA?s of Brimbank, Melton and surrounding areas in the West Division of the Victorian Department of Human Services.";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"196";"Salvation Army Social Housing and Support (SASHS) Network";"145.1255354";"-38.1419718";"37 Ross Smith Avenue East Frankston VIC 3199";"Frankston";"3199";"1";"0";"1";"0";"1";"Housing Support Services";"2";"2";"Entrance(s) have limited access via a small lip or a steep ramp, but alternative access available";"The Centres provice information, referral and advocacy to other services including; family violence, drug & alcohol services, legal organisations, financial & budgeting services, employment & training providders, counselling agencies, general housing and Office of Housing information.";"0";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"09:00:00";"17:00:00";"00:00:00";"00:00:00";"00:00:00";"00:00:00";"0";NULL;NULL
"197";"McDonald's";"144.9678487";"-37.81314501";"Bourke House 145 Russell Street Melbourne City 3000";"Melbourne City";"3000";"1";"1";"1";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"5";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;"2020-05-25 15:42:32"
"198";"McDonald's";"144.9727073";"-37.81341901";"28 Collins Street Melbourne City 3000";"Melbourne City";"3000";"1";"0";"0";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"06:30:00";"21:00:00";"06:30:00";"21:00:00";"06:30:00";"21:00:00";"06:30:00";"21:00:00";"06:30:00";"21:00:00";"06:30:00";"21:00:00";"06:30:00";"21:00:00";"0";NULL;NULL
"199";"McDonald's";"144.9644995";"-37.81782906";"McDonald's Flinders Court Melbourne City 3000";"Melbourne City";"3000";"1";"1";"1";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"3";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;"2020-06-04 15:19:56"
"200";"McDonald's";"144.9595521";"-37.80735246";"McDonald's Therry Street Melbourne Innovation District Melbourne City 3000";"Melbourne City";"3000";"1";"0";"1";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"201";"McDonald's";"144.9495226";"-37.7938185";"Royal Children's Hospital 50 Flemington Road Parkville 3051";"Parkville";"3051";"1";"1";"1";"1";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"06:00:00";"22:00:00";"06:00:00";"22:00:00";"06:00:00";"22:00:00";"06:00:00";"22:00:00";"06:00:00";"22:00:00";"11:00:00";"20:00:00";"11:00:00";"20:00:00";"0";NULL;NULL
"202";"McDonald's";"144.976177";"-37.83615131";"407 St Kilda Road Melbourne City 3004";"Melbourne City";"3004";"1";"0";"0";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"203";"McDonald's";"144.9645071";"-37.81180753";"275 Swanston St, Melbourne VIC 3000";"Melbourne City";"3000";"1";"1";"1";"1";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"204";"McDonald's";"144.95865";"-37.8231616";"Crown Entertainment Complex 8 Whiteman Street Southbank 3006";"Southbank";"3006";"1";"0";"0";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"205";"McDonald's";"144.9627564";"-37.81090175";"Melbourne Central Menzies Alley Melbourne City 3000";"Melbourne City";"3000";"1";"1";"0";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"07:00:00";"19:00:00";"07:00:00";"19:00:00";"07:00:00";"19:00:00";"07:00:00";"19:00:00";"07:00:00";"19:00:00";"08:00:00";"19:00:00";"08:00:00";"19:00:00";"0";NULL;NULL
"206";"McDonald's";"144.9621599";"-37.82171509";"Freshwater Place Southbank 3006";"Southbank";"3006";"1";"0";"0";"1";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"06:00:00";"00:01:00";"06:00:00";"00:01:00";"06:00:00";"00:01:00";"06:00:00";"00:01:00";"06:00:00";"00:01:00";"06:00:00";"00:01:00";"06:00:00";"00:01:00";"0";NULL;NULL
"207";"McDonald's";"145.0028792";"-37.848368";"McDonald's Williams Road Prahran 3181";"Prahran";"3181";"1";"0";"1";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"208";"McDonald's";"144.998217";"-37.88445195";"McDonald's Nepean Highway Elsternwick 3185";"Elsternwick";"3185";"1";"1";"1";"1";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"209";"McDonald's";"145.0064538";"-37.8300494";"Burnley Street Richmond 3121";"Richmond";"3121";"1";"0";"0";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"210";"McDonald's";"145.0118472";"-37.8196041";"McDonald's Bridge Road Richmond 3121";"Richmond";"3121";"1";"0";"1";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"211";"McDonald's";"145.0956739";"-37.9007001";"Cnr Poath &, North Rd, Oakleigh VIC 3166";"Oakleigh";"3166";"1";"1";"1";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"212";"McDonald's";"145.0910039";"-37.8758306";"McDonald's Batesford Road Holmesglen Malvern East 3148";"Malvern East";"3148";"1";"1";"0";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"213";"McDonald's";"145.0921745";"-37.9248257";"661/663 Warrigal Rd Oakleigh South 3167";"Oakleigh South";"3167";"1";"1";"0";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"214";"McDonald's";"144.9776625";"-37.8668249";"McDonald's McDonald's Drive Thru St Kilda 3182";"St Kilda";"3182";"1";"1";"1";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"215";"McDonald's";"144.9958807";"-37.838172";"Chapel Street South Yarra 3165";"South Yarra";"3165";"1";"1";"1";"1";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"216";"McDonald's";"145.0977266";"-37.8509208";"McDonald's 52 Burwood Highway Burwood 3125";"Burwood";"3125";"1";"1";"1";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"217";"McDonald's";"145.1888144";"-37.9350173";"Cnr Wellington Road &, Springvale Rd, Mulgrave 3170";"Mulgrave";"3170";"1";"1";"0";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"218";"McDonald's";"145.0543836";"-37.9592305";"McDonald's Southland Service Road Cheltenham 3192";"Cheltenham";"3192";"1";"0";"0";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"219";"McDonald's";"144.9570188";"-37.8334603";"Cnr City Road &, Clarendon St, South Melbourne VIC 3205";"South Melbourne";"3205";"1";"1";"1";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"220";"McDonald's";"144.9832611";"-37.8556188";"St Kilda Road St Kilda 3182";"St Kilda";"3182";"1";"0";"0";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"221";"McDonald's";"144.9829673";"-37.8084092";"McDonald's 2-4 Smith Street Fitzroy 3066";"Fitzroy";"3066";"1";"1";"0";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"222";"McDonald's";"145.1249765";"-37.9136981";"McDonald's 1736 Princes Highway Service Road Clayton 3800";"Clayton";"3168";"1";"1";"0";"0";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"223";"McDonald's";"145.0848269";"-37.8134548";"McDonald's Whitehorse Road Balwyn 3103";"Balwyn";"3103";"1";"1";"0";"1";"0";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"224";"McDonald's";"144.9039125";"-37.7423242";"McDonald's Keilor Road Essendon North 3040";"Essendon North";"3040";"1";"0";"1";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"225";"McDonald's";"144.99357";"-37.7970007";"Hoddle Street Abbotsford 3067";"Abbotsford";"3067";"1";"0";"0";"0";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
"226";"McDonald's";"144.9617749";"-37.8144293";"McDonald's Bourke Street West Bourke Street Melbourne City 3000";"Melbourne City";"3000";"1";"0";"1";"1";"1";"Restaurant";"1";"1";"Not determined";NULL;"0";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"00:01:00";"23:59:00";"1";NULL;NULL
